,Lateral plate mesoderm,Erythroid,Allantois,Gut tube,Endothelium,Haematoendothelial progenitors,Intermediate mesoderm,Blood progenitors,Mixed mesenchymal mesoderm,Spinal cord,Neural crest,Splanchnic mesoderm,Forebrain/Midbrain/Hindbrain,Cranial mesoderm,Surface ectoderm,Definitive endoderm,ExE endoderm,NMP,Anterior somitic tissues,Presomitic mesoderm,Dermomyotome,Cardiomyocytes,Sclerotome
Dnajb13,0.3429996872454769,4.8216373327664354e-17,0.26231928824681267,4.435538398452852,5.673502530026199,8.929069668510634,2.6098506633921446,0.00046402027402786875,0.0487747951298812,0.4442486036614392,0.5097467441651143,4.431325665083361e-05,-0.0,3.065948494383152,4.271729882538139,17.659120235387643,0.008170189857354473,1.5968406148689998,0.45130614465569857,1.2701723089146748,0.5005529152687284,0.00022367176852787106,2.4344209087287507
Dnd1,19.895148431730636,-0.0,7.521243869595376,0.001240605217629987,3.0907676131475244,5.700970814865064,23.870462194242055,0.10643320736269964,4.828821829081362,8.091034505023451e-06,0.7038550859366692,0.18580450094572937,3.7427574066225594e-11,0.002441938785716448,3.574719962385178,0.8318948142560411,0.046397785459176846,1.110523745487318,0.1528452696593717,2.710690128531504,3.433132733357686,0.0046779292814525366,0.15126730657427273
Dnmt3a,4.047306483838159,-0.0,6.815049612743532e-08,2.3465512800608226e-08,-0.0,3.972466452294643,0.17011898937701217,6.623131225000984e-11,0.001836527145623381,-0.0,4.23778299152217,100.0,4.8216373327664354e-17,30.363939101815987,-0.0,0.5964715933853346,0.00629281286784882,0.34979759202975175,38.09621396228502,3.0860991973147085,99.99999999836572,47.24723252039055,59.109234217724186
Dnmt3b,0.0021430416793972625,-0.0,1.828364876585417e-13,1.6713769626717083e-05,2.444408802606556e-09,1.779204345663054,0.006792926921918751,0.00020303535135054041,-0.0,0.22857300467792782,85.97953321269217,3.316707167400473e-06,4.955457376590943e-08,3.2748362678516303,100.0,2.983103623149051e-11,3.67912996440399e-05,0.19277279843792247,13.518124437726497,3.851293667573509,99.99979158741579,-0.0,24.27074178987911
Dnmt3l,1.0419609502219482,-0.0,0.2990629509172539,1.1177031513936533,16.0231183646942,15.147472296625532,1.8431580198734658,0.003471788512987813,2.5932131997232175,0.6548447121167342,5.102770824119964,0.0003560453879529205,-0.0,0.17782776870535616,22.973137433140035,4.795151572551452,0.06229010416901008,1.2013145850845417,0.2131289291945045,1.9949045257177136,0.8367374673760515,0.027893111837134072,0.003553206980657154
Dppa2,0.0033451761514312634,-0.0,0.0005024104129334947,0.003546699980793612,12.489952689734837,7.04631391212778,0.10731710718822676,0.006659330574642507,0.9548349079148422,-0.0,9.965531614301586,0.0006560243198855112,0.04364731583331451,12.198086964367603,2.2397126122007496,2.931527768937709,0.031402573502964035,0.24808887736545038,2.7406897464693247,0.0019243749910245478,0.0007288066882440282,0.17652840643150752,10.91696144689068
Dusp6,48.79517997242328,-0.0,-0.0,-0.0,100.0,66.03375206990208,6.012725882898107,2.8429041292891697e-07,-0.0,-0.0,100.0,-0.0,-0.0,100.0,51.45666959442045,2.9000734927866218e-05,0.03057543611099774,1.969417250236156e-06,54.735924532826054,13.491534930041636,100.0,10.888671023988623,25.81882226276002
Eed,0.5090942403885488,-0.0,1.571081344465322e-10,-0.0,1.4517467845469104e-11,0.42249436342850055,0.0007716026052038812,0.009554954398010611,-0.0,0.5617798968153673,30.234695549524513,7.746547999948997e-07,71.4925165500581,0.09149392387766886,0.04860495317680714,9.169836809255727,6.455844598816854e-05,1.1525587645197641,2.9681079104138477,0.7708348799885728,16.06186897499317,-0.0,10.554516580451825
Efna5,1.223249391323017e-13,-0.0,-0.0,-0.0,-0.0,-0.0,2.93348415325609e-13,4.294077884214084e-11,3.47124377718446e-10,16.08780798851355,22.89236199365762,7.706866826825522,100.0,1.236587280874579,46.70212185953126,0.0002971407416829943,0.00030522048716227686,1.6636830179931221,0.030666440993994223,-0.0,1.9764850943616414,-0.0,6.272783870987052
Elf5,0.015960989377298052,-0.0,0.11133292666089006,1.8322221864512493e-15,1.551685386827898,2.2343887159601254,6.022069056066845,0.01504152685061901,2.7563460038915246,9.090044541894592,9.979093794381566,0.00010064930249092454,0.04863641774688131,0.03619572722194283,21.454960321986125,0.9823845577515812,0.16379155893357766,0.729975203004135,0.0021426248837736945,17.17991820646661,3.2839947316526845,2.716928936587509e-06,3.6810957683826303e-09
Emcn,8.945931518544313e-05,-0.0,0.05784640303189644,-0.0,100.0,99.9999740015087,0.3485341637032967,0.26180577732785365,0.2954768413318562,9.54364964347759e-07,0.002401923457598997,0.49694690666122304,9.497770525772691e-07,0.26151761532125584,-0.0,0.0011831466872781883,0.0007722370861877593,0.06366690943486773,0.2810490514934785,7.479849646334749e-09,4.8216373327664354e-17,0.9409119048379537,3.9841107487008263e-07
En1,4.038503766837377e-07,-0.0,4.807673873711811e-10,-0.0,4.358591391732926e-11,0.00215430806555357,0.1934322997398177,0.024038191035026118,-0.0,1.4516380876526465,0.059359794338784425,-0.0,100.0,3.6403361862388114e-14,2.1597624055850566e-06,3.1773168094606716,0.001722601772441661,0.5860145436069575,2.9213239840001153e-11,1.5299730301227854e-05,1.9286549331065747e-16,-0.0,3.8626136672809093e-13
Eng,1.2318656572539692e-11,2.386837384717867e-05,2.034342548132768,-0.0,100.0,100.0,0.011037339605017724,10.493493548939579,8.196783465702949e-16,-0.0,6.633277669761375,-0.0,-0.0,43.17978721921159,-0.0,7.4621844574251e-08,0.016498843354003874,2.753380467822446e-06,34.37384343031244,9.643274665532873e-17,3.953742612868495e-15,-0.0,0.016527631735278433
Eomes,5.862003405142542,-0.0,2.6354241208079077,3.658176244371435e-13,5.761558003652165,10.449953008071473,8.548893210932665,0.017884924840324046,20.840863735464083,0.4069163701839569,8.438158858699367e-05,0.02874960033347934,0.12657734044521032,0.004256778471219711,0.24084822909312076,0.7770427450875128,0.02875118427480355,1.580713003236402,0.39136993733521097,0.23695379802533195,0.04167899760331282,0.07330485474433132,3.9876731757193333
Ep300,0.14035916151661373,-0.0,-0.0,7.509019409193505,-0.0,-0.0,0.007868113597234529,4.5489737416223175e-12,-0.0,5.208861290110226,1.9150968281478082,0.6644265338947909,99.99999999999282,1.5662073737552786e-06,0.03308704430758624,0.03493824200240295,4.6250151342039586e-06,3.15946547795954,0.2835414844599839,4.838244500926698e-10,5.351247822420894,8.618396784081378,1.491148174516395
Epcam,2.1215204264172833e-14,-0.0,0.6861249064450989,100.0,-0.0,2.0216348944616747e-08,0.00023962850023641634,2.2631257314893487e-05,10.683391976149263,-0.0,6.813910544587275e-06,1.3982748265022685e-15,-0.0,-0.0,100.0,0.018601597001910063,1.0982932580213227,2.4596058161616602e-05,1.0510493287586965e-06,2.2250216934593934e-11,2.9617871644085375e-12,-0.0,0.0001067841698468389
Epha5,1.3684243742150515,-0.0,2.948675711725508,0.01401139176904772,12.654444915752839,11.885078306233716,0.25522604559285544,0.014108087687852908,1.3425628640820442,0.9798146866640007,1.2792621901531185,0.14634507669645164,0.006366966629034855,0.10231747998653509,0.5899337484530627,0.15830342309373427,0.0018689506135158868,1.8832182762502117,0.0751069091355733,4.231227109545758,0.00028101791444107565,3.6842972391659884e-09,0.10760083146142752
Epor,0.00011643138491772078,100.0,0.003030362907862667,-0.0,5.219923678101182,12.790216667304144,0.26413226893449776,25.893075039240667,0.0008998639147739151,0.0001793139594778069,0.0008283814935632063,1.0546085767144459e-09,-0.0,1.3982748265022685e-15,1.0406461631869039e-07,0.08192894796303833,0.013033960887758489,0.4503649942693139,4.481844565311659e-05,0.06470479290335772,9.068358876051913e-06,0.00037688844350650336,4.5355879766442987e-07
Erg,0.005812512878860572,-0.0,0.5650116342488389,-0.0,100.0,100.0,4.589784392032557,0.0744545529760285,0.00023308055523474987,-0.0,0.21825588323007802,1.9286549331065747e-16,-0.0,2.1834540677103185,8.341432585686013e-15,0.015055514564095977,0.009969281246380846,0.06762553593067605,4.010084911317545,0.21260379087414957,7.912093048943794e-05,1.6383923656743436e-13,0.008027590123996953
Esam,4.383223210204319e-10,-0.0,3.931124312318387e-11,-0.0,100.0,100.0,1.4012835792320186,0.7330022761727413,1.4464911998299308e-16,-0.0,0.16741167862643755,-0.0,-0.0,0.007206391698932867,6.750292265873014e-16,1.3615885307445366,0.009174369400678527,2.0082373724418364e-05,5.9786101184532985,1.8368920109446762,1.0680822404438659e-05,0.5424289455795235,1.0004666520585787e-09
Ets1,4.200165891375078e-10,-0.0,3.328050288555252,-0.0,100.0,100.0,1.720787568499811e-05,0.25890956692079137,2.3792984149309744,-0.0,100.0,37.380192464630575,-0.0,100.0,-0.0,0.00018766802906671585,0.0006459274084553318,-0.0,100.0,-0.0,99.9999999999999,-0.0,100.0
Etv4,99.99139353840897,-0.0,4.8451960081491204e-05,1.2377883640726334e-07,13.785351346133709,9.738268779897544,6.6268918232843586,0.014267121217962572,1.9583779462253222e-07,-0.0,6.408391589638131,9.599910170872437e-09,4.8216373327664354e-17,0.012199775951882357,41.9922211346193,1.4899817601889565e-05,0.0035793693167209865,0.42820666639475535,0.0020578416563167305,100.0,4.053710599235427,2.2336835355250195,2.6536687658728823e-05
Evx1,100.0,-0.0,100.0,1.9573922888473279,6.787525778295611e-05,9.115395583670216,20.90385454392127,0.024698411511059032,0.9722309219366159,9.811853008551863e-06,6.350962018592941e-06,0.04860976329316304,-0.0,1.2189340359263835e-07,1.2355152256783453,2.891009235299215,0.008764085458066787,0.3077839955252807,0.0003703690772921054,1.0464239012924186,2.197806015255116e-09,2.5688719381588987e-12,0.0007031360288076996
Ezh1,1.0735468832829975,-0.0,3.6283234197195586,55.4392853621816,0.84570789323485,6.628344180578864,4.671327004721511e-05,0.0036739468710294113,1.4137138822321857,4.8216373327664354e-17,0.002911602359533113,0.004912431170136084,-0.0,6.986059855616479,4.906420543266242,2.2076403437905103,0.009771498294915198,0.0685902216014032,2.6118218909482405,5.18112089957743e-09,2.2626984757724946,6.577191533216974e-05,17.61433075815371
Ezh2,9.727399098131666,-0.0,-0.0,-0.0,-0.0,-0.0,3.0950284554216805,1.8205214753252568e-08,-0.0,100.0,1.2191670980557576,0.42575765706654123,100.0,-0.0,1.700017568776734e-07,5.184532909566845e-07,2.746407037505388e-07,16.258069734466574,1.492090790825232e-07,10.72060854185467,37.446375370132564,-0.0,0.0009840434785395272
F2r,26.934496458426214,1.3930620076300568e-06,0.34262361151525483,-0.0,100.0,35.569789239433,2.9305430332608853,0.04615934974310465,0.467533162893245,7.074347243782593,9.02629657917995e-06,1.8828613347718333,3.205190483109135,-0.0,1.4304466694377223,3.0996183734229998e-06,0.0003752577506703452,2.471693278528445,3.1140518145237386e-05,2.3529590183900844e-14,2.75847318307528e-11,-0.0,4.4396190069140435e-12
F2rl2,0.024814922368140632,4.394751781991637e-08,0.021279256961123205,8.049862510013421e-05,1.7037033157905686,9.814259583399107,0.8900050729542094,0.24360828285623212,0.002003099440061474,1.3594773903730835,1.2230457431412458,4.448865292809891e-05,2.4490070052912273e-09,2.7192693333849194,2.453239812838728,1.9419115452564064,0.0030080624208720483,1.209530363483987,1.1265415305328403,47.74628912094138,15.25535582750342,-0.0,2.1227023585324827
Fam181b,-0.0,-0.0,-0.0,-0.0,0.05237122121276859,0.8616736476163214,3.3847074398992755e-11,0.10263672156877114,-0.0,100.0,10.539409057099967,-0.0,100.0,3.5524803471384953e-07,-0.0,1.7393424106695903e-05,0.00038430165835627605,12.813718291929318,9.462247754068706e-05,-0.0,-0.0,-0.0,4.94066427224414e-11
Fezf1,0.22348627484036637,-0.0,0.0005856490743299355,-0.0,-0.0,0.00989423404518845,0.904806254830398,0.003330743007537233,0.00021408155335534074,-0.0,1.506288904833747e-07,-0.0,100.0,4.3944402650855524e-13,0.8669030493981714,1.4955589604200803,0.028940287637091874,0.022232119750302797,6.0269473820486485e-09,4.0873723337931525,7.667116102981082e-05,1.0955049318423477e-11,0.00014907303150140213
Fgf10,72.13165265349873,-0.0,0.0038747231341434585,3.5314638432484573e-07,-0.0,0.006424115595362224,25.23940662947772,0.0658672147682186,7.350429676244838,1.875210965585048,2.69556833731613e-06,58.12906593992345,0.12949193438723924,5.641315679336766e-15,9.176508532691457,0.0017304015042869216,0.0033840938586813425,2.075845674903508,0.0003070211286580835,0.0003965715273578107,0.005465685106389459,1.0384708688298625,1.459932731589944e-06
Fgf15,-0.0,-0.0,3.972537355373287e-11,-0.0,-0.0,3.5889103370557235e-08,3.77822038380224e-06,0.0006201202037254653,-0.0,100.0,-0.0,-0.0,100.0,-0.0,-0.0,0.01688577564896787,0.20736071569304007,2.8252194336925553,2.022478976613014e-07,0.00010121421156767343,1.5236373971542205e-14,3.568011626247176e-15,0.0009202466911422337
Fgf17,3.5313321145822045,-0.0,0.00023569851419324024,8.819428793271145e-08,1.4173090567737352,2.188473159840091,8.322337825414936,0.0037345677929304403,1.5186596292575933,2.992657960637709,0.007229223380512177,3.2282786378316003e-09,22.5927927102904,4.455096069245482e-08,17.331127006479637,0.2201730596482984,0.03722812265807352,1.5671521629019929,5.554775468429471e-07,3.0293130427354806,0.39820550907244184,3.876881426811325e-08,4.831352932260694e-11
Fgf3,0.627552459981745,3.469750126037637,0.01328937480664028,5.852021230782565e-13,5.987068554661924e-08,0.26272848295294216,0.6653647363352267,0.035322567591141586,0.27683249759136686,2.6080708454231156,0.8855634551788927,-0.0,41.72776921106176,0.00028351855564524424,0.9916528076641532,0.05218638114719797,0.0006315543886960398,0.17224008558598927,0.0035695508947333077,36.872952423403106,0.08551756372002522,-0.0,0.00036278189160361506
Fgf5,0.015965040089734518,-0.0,0.15444454124582715,0.5649276316004554,3.8009586043140824,20.964826732936327,0.30633770835727825,0.27548385276210274,6.244713250798741,0.12159623581443174,2.1450997572489445,1.0047786568240138,-0.0,6.182065003650286,0.8810205493189383,0.014091486249381112,0.005907155207840345,0.022951199836529244,0.6000496676361731,5.137962225028283,0.5967196498246639,3.070111152115885e-05,0.992408569696051
Fgfr1,9.799487432777939,-0.0,-0.0,0.0005368541681278425,-0.0,-0.0,7.890464839239427,-0.0,-0.0,1.475421023826554e-14,2.5815097633916846,9.752504465430452,100.0,68.51330530858849,-0.0,0.11668836695512093,7.031908100400122e-07,0.30311615534021924,4.31481039827907,22.592193013522145,26.83887421098361,-0.0,46.89811365347192
Fgfr2,3.24554052144387e-12,-0.0,63.16081059907071,64.22313760228984,-0.0,-0.0,20.742647428398744,-0.0,99.99999999189934,100.0,-0.0,100.0,57.21682552231073,-0.0,100.0,3.944054164972227e-08,0.00021947504045341499,3.978733086186171,-0.0,-0.0,-0.0,-0.0,-0.0
Fgfr3,-0.0,-0.0,86.95419957514254,9.857831137450167e-07,-0.0,-0.0,-0.0,9.966464028313892e-07,99.99997746968674,98.64056776625061,-0.0,4.821637332766438e-16,100.0,-0.0,0.16953613018912678,5.839824803624489,0.012295648375082359,1.003055112067004,-0.0,-0.0,-0.0,0.0001839717670197368,-0.0
Fgfr4,0.0011316203658887215,1.4492884173798832,0.0012186073918890592,100.0,0.00012069216193043216,0.08904262727427285,0.29703920742695256,0.007418702852173391,1.0951292367234727e-06,8.138122886666011,11.516003377276224,8.678947198979592e-16,-0.0,0.0025066326789698642,0.7737848421885257,2.0692354280981977,0.13710986208691003,4.627266616131948,0.014740456712646583,0.08992125049598496,0.354972303576466,2.3707460385753034e-11,9.857875492274836e-07
Fli1,0.5662933887611874,-0.0,0.03818872791815334,-0.0,100.0,100.0,7.245782890030859,0.19360600067600472,2.9812376495011426e-11,-0.0,23.985746237988938,-0.0,-0.0,90.31214344144728,-0.0,0.005940848370910507,0.000931121550345067,0.03418887007384448,47.80036607624177,6.5854200420062995e-06,25.85163185538018,-0.0,63.48095838321346
Folr1,7.9648325914670295,-0.0,8.451160800514135,22.596077425587374,0.35496883848992067,5.099564027526459,0.4279184042679565,0.013451979119345696,24.294488143367953,0.0005584860869462412,3.653451506861372e-08,35.7816739173064,-0.0,0.004449356079867314,0.026737446520215025,1.5945601961247151,0.06768940998049885,0.05523896751278276,0.0037073405314572354,1.083132276023981,0.003746131669269157,0.00018963733650466144,8.363243944943322e-05
Foxa1,-0.0,0.00016958075885016683,0.0003077807604931703,100.0,7.42692812010699e-06,0.04811520845410899,9.257543678911655e-15,0.01490463411947218,-0.0,-0.0,-0.0,-0.0,2.116316865717382e-08,1.4223830131661216e-14,-0.0,100.0,0.003942596870969033,0.00021188795369949453,1.6276645149569793e-09,1.1975163145288758e-09,-0.0,-0.0,1.6833348472853738e-11
Foxa2,-0.0,-0.0,-0.0,100.0,-0.0,8.785023220301334e-14,-0.0,0.0001519400771874638,-0.0,3.2709088765007586,-0.0,-0.0,100.0,-0.0,1.0625871360893168e-05,72.3585314209785,0.005476117456161496,0.6195883889721288,-0.0,-0.0,-0.0,-0.0,-0.0
Foxb1,-0.0,-0.0,9.435667979737272e-05,-0.0,-0.0,-0.0,7.905580289550995e-08,4.317932310442045e-06,-0.0,100.0,-0.0,-0.0,100.0,-0.0,1.4672775038269168e-05,0.038509382783870685,0.041774664867553046,21.680733259974513,9.018319942066684e-08,76.89391123032837,1.4168124020366395,-0.0,6.679128865113351e-07
Foxc2,-0.0,-0.0,-0.0,-0.0,100.0,100.0,4.00558615794613e-06,6.875398657428155e-05,-0.0,-0.0,0.029470134911463094,8.05258165069973e-05,-0.0,100.0,-0.0,6.240645199804081e-13,1.2784365695147394e-05,5.83080705373204e-06,100.0,100.0,100.0,-0.0,100.0
Foxd4,0.1381198672330452,-0.0,0.020880599374876435,10.802554897821231,0.00014208151441374306,2.6959858596288804,2.115528507349849,0.0004861241533142251,0.7397738746113859,0.01851799527909233,0.09881545416924396,0.00017805094715493965,0.15748923780199495,7.626810355047421,3.5240633037659324,0.03848626445974006,0.014294419795252087,0.4382557151812534,0.3447483721920612,0.9316924387009791,0.24739535517843403,0.0003589134918540019,2.6558535745522227
Foxf1,100.0,-0.0,100.0,-0.0,2.8804268329426997e-06,40.84948205147329,0.08961845072672744,0.003030023659412478,100.0,-0.0,-0.0,100.0,-0.0,37.763218857104754,-0.0,1.0557939267571497e-12,0.2110485279582257,0.00015709731442725586,3.3753729099893635e-08,1.793649087789151e-14,-0.0,-0.0,2.8245818817939806e-06
Foxh1,0.004832816194258579,100.0,6.203131278211076e-06,-0.0,0.02700522155908548,1.5140474958262518,0.24877569690643875,1.2190137573468818,0.004768285213330988,0.26307946746535493,0.0006160466940729325,0.00023359739051059155,2.6324737152546178e-08,0.001405868484581405,0.005414058096373528,0.032782245801375835,0.0023843351278567348,0.08677065665830633,0.07623962651962703,3.8681246183488094,0.5646435636362332,100.0,0.0013998808464439083
Fst,-0.0,-0.0,-0.0,-0.0,-0.0,0.13511676241281936,7.7596672974577e-05,4.820791244098301e-05,-0.0,-0.0,5.59298930089396,-0.0,19.599830643501388,100.0,-0.0,0.0010611471141725843,0.0008316622373713056,0.00031367728769577486,99.92694761608543,13.497284128459828,100.0,-0.0,100.0
Furin,2.659905638862233e-06,-0.0,59.03083398843264,67.8650919970869,100.0,34.492680721908464,0.03981702840648322,0.4709018304575343,89.17477431473526,-0.0,5.407466268700924e-13,15.615698128808663,-0.0,2.96888619394786e-07,24.375830841239633,10.937498907376854,1.508234403134464,6.562682357304653e-12,0.050205416666652125,-0.0,0.2987314178027481,100.0,0.32416242946597984
Fxyd2,4.429162514810393,-0.0,0.03218911207297377,9.25643600637895e-09,6.462282760984753,5.37744292078291,3.732704355381666,0.12981970240362245,0.35534024138156534,2.2435016434794473e-07,19.206756727637003,0.0006311656474192665,-0.0,6.581141148891996,1.0027897978650315,0.04157180544169909,0.16522359092937372,0.4024970826605275,3.6984017615411875,12.419425539662285,16.863236453893087,5.011313804617385e-08,10.283289623185519
Fzd2,0.265956433592997,-0.0,-0.0,77.07908159199185,-0.0,-0.0,3.0969343172640396,-0.0,2.2735609366066645,4.483562653520413,74.10107744590358,99.99999411155942,-0.0,100.0,1.9906353407723851,4.5460193967330484,0.012716531008976607,0.07386084334604484,22.327617480635638,0.011790895118081464,99.99999999959535,3.331751396941735e-14,78.73767961455059
Gata1,1.9444590051906185e-05,100.0,0.9397036659055507,9.565590861016475e-07,0.0004563251932586141,7.202501301518829,1.3444253698125562e-05,14.113184803028918,1.0892143621096528,-0.0,1.9382982077725397e-13,0.5217469197275274,-0.0,0.007992854406635549,0.002866940391969213,5.749395429163818,0.0036709700090403526,0.017473050508014426,3.5013827873285276e-06,2.9693672556057527,4.077628286931606e-09,9.643274665532873e-17,1.0402196473739534e-06
Gata2,0.02193683317431371,-0.0,7.219847611590971,0.04983261410236138,100.0,100.0,0.9419966846012405,0.37807046091106433,0.007526777034836295,0.008148305247678223,3.0401004272857945,0.9042793420482377,-0.0,2.0848190878680862e-10,1.1481576402701024,0.012145644998778508,0.00022686120845110487,0.7549414478017019,0.19548699817607892,0.44581750122334673,6.818017045517648e-05,3.978038843570477e-11,0.0002679398447382764
Gata3,100.0,-0.0,4.448176926986757,100.0,82.01793269745642,31.046181128651792,8.261905800566854,0.015814857856674636,3.7851808240139517,-0.0,0.057606499904889745,0.049336756636163215,-0.0,-0.0,100.0,0.0005797893086659387,0.02720415080833661,0.03816178217328281,6.488348155803184e-08,4.622682260711913e-07,-0.0,-0.0,-0.0
Gata4,5.593099306009102e-15,-0.0,99.99999999999999,41.05891028860026,13.650624342888799,3.1536517541382403,0.00029049456922973813,0.024359304514405076,100.0,-0.0,-0.0,100.0,-0.0,-0.0,-0.0,1.280176505307491e-08,0.15993305038885922,0.0005890721453780807,1.2963454132895187e-12,0.0020649429820092336,7.710762422566929e-13,100.0,5.785964799319727e-16
Gata5,3.7608458696213347e-05,-0.0,100.0,52.28967042276689,10.741596900225211,0.7120597123270413,2.1374336969852585,0.02627702736645607,100.0,-0.0,-0.0,100.0,-0.0,-0.0,7.529220175843871e-09,6.267781034206038e-09,0.001849890292014342,3.545901394874563e-06,-0.0,-0.0,-0.0,100.0,-0.0
Gata6,100.0,-0.0,100.0,100.0,22.65149405078999,12.745942944816731,10.922333323970594,3.3865911192023194e-07,100.0,-0.0,-0.0,100.0,-0.0,-0.0,-0.0,5.964037509702965e-11,0.32331360593423364,6.949635201228519e-05,-0.0,-0.0,-0.0,100.0,-0.0
Gbx2,1.4915713454817323e-08,-0.0,3.230497012953524e-15,-0.0,0.7720728432091272,2.4665242817067057,6.050874655705318,0.0034602581815477997,-0.0,66.63697205673485,0.04664016893941458,2.6519005330215478e-15,34.4916323408174,7.583857240521237e-05,0.013076847061050851,0.42255956809386797,0.008703073320922683,9.394388144829849,0.08092723836642035,100.0,10.701016743443983,-0.0,0.015188691231500122
Gdf3,0.5827871733350432,1.460951147999071e-09,5.453875884110457,2.13951050405167,0.7541794077810611,4.052932476255172,3.116180346507586,0.0035711709495309003,0.0014996836246219673,0.19127402469038926,6.752421841100324,4.610461353527887e-06,1.971674690146054e-05,0.29674698648185743,5.231326512997393,3.0488715182095207,0.007408546985229853,0.30045985123347574,0.09884711975908331,3.0512106862287673,1.0509024287096205,5.223844757894155e-05,0.01828150719276558
Gfi1,10.45256468053131,-0.0,0.005842059982010432,1.5684283098091423,2.2611442443548944,14.037148229936358,8.69777880399036,0.00316272975373736,0.03498905656177306,4.104346306712798,1.8412851788643452,0.1369568961268904,1.0689330701814205e-07,0.07474291347439645,2.0943691009517598,0.598056702521294,0.025891260998617036,0.9431224764797376,0.008838645985183899,4.724037361942992,0.0224273354716062,4.100905254329219e-10,0.6929043924069506
Gfi1b,0.013770555768864379,100.0,0.023508587666151364,-0.0,23.509362787476856,12.610684135768953,0.4794804948547014,9.153871108575572,0.30379528363307867,4.266802281024775e-05,0.540508230524523,0.0004324151376187925,-0.0,9.300832085446558e-06,0.00014554813822819504,0.2369951627059438,0.000458834217557928,0.1437478139225358,0.0006969245948157304,3.3790516487772666,0.00025505509222764297,2.6943793909741258e-08,0.0015401022198214523
Gipc2,4.443304952439845,-0.0,0.29766653395587267,12.55447678640407,5.392874385129222,7.773594577496705,9.541389875295959,0.004643426642843324,8.463361226953143,0.09829744160616079,1.8472989746247557,0.26784605450997306,-0.0,0.17018680890998503,21.80979301916901,0.5172512454080674,0.005164264694546494,0.39499576598044284,0.11250767009706014,0.007764015319429798,0.01812765207525157,0.004804144821979458,0.01417228479516993
Gjb3,1.238602353041593,-0.0,0.20700571754253214,0.05352390882768776,0.00016461310087431073,1.1058890987498455,1.5613361302134794,0.0015844397350905349,1.8148886615244064,2.075295682781237e-05,14.326012224604263,4.14904898346515e-09,1.1282631358673606e-14,1.5868144481118423e-08,100.0,0.05973441353012865,0.10370474182575257,0.18405730059392103,0.0043448270984498254,0.4984989000149256,0.00031376446722459686,0.0011440760563184275,1.270312774832324e-05
Gjb5,10.423755826015222,-0.0,9.656836540944337,0.1379693393344087,0.0001934787952335584,3.065583147476715,5.338316355309099,0.00013947624146440208,40.75713800575893,3.3629719138584884,3.792220450025381,0.005261080349500768,-0.0,0.003937173872402893,33.51708789783195,1.5443257139101811,0.0025364081742535274,1.6511544607978603,0.00020065490772355207,1.3948784520713935,0.639252197087179,5.45621262245874e-09,0.002667274337416883
Gm2694,0.621432716620367,-0.0,0.05736071620090598,8.782178454362909e-12,15.15347130879726,8.128515103623448,2.262730184242991,0.3644693615845665,0.07266386756155917,0.4785517483720683,3.561843170556364,0.0613737287783321,5.283743902108984,0.023473315007163317,0.5062048775846614,0.8255623313699765,0.012464944950598576,0.9325236765257008,0.3763373070376847,0.5169324702597794,0.06251447714298371,4.8216373327664354e-17,1.660960053403644
Gmpr,8.417710888371876e-12,100.0,6.6706240787253436e-06,5.0574570914503045,70.9604430516022,35.63733004713977,0.007669079098535249,11.807903716443983,5.785964799319727e-16,-0.0,2.53232392716967e-13,-0.0,-0.0,-0.0,1.2303517130731697e-09,1.0950732309279592,0.07315302257558494,0.008236685498402103,1.2318031284260277e-08,4.927713354087576e-14,-0.0,100.0,-0.0
Gng3,1.4377600395916874,-0.0,0.9248450880731105,1.1291250513915772,2.095363055861907e-08,0.7283640379509178,1.4801000152198618,0.00010331333205208852,2.5162641063237867,0.009138396911524906,0.6771028449221191,0.004102543092804298,18.038858464970463,0.005515624394014999,20.048330410019897,4.47817334046545,0.0065032502556799515,0.024306317585309083,0.004617665514354019,0.0006081704839453486,0.29637924584000025,2.1047605495969004e-05,0.012990107563037903
Gngt2,1.4622311094599005,0.022132051142353063,0.16603686033255413,6.077623054189133e-07,100.0,63.80849497220867,0.8128650933944771,0.08586300317814502,0.02867826690574948,-0.0,5.887587973485664,2.4108186663832183e-16,-0.0,2.25244092845772,2.9964508606542104,0.7074838494615654,0.037189217465935245,0.697703030610236,0.008300497122092665,0.23512534622731848,3.186017293681836e-07,6.5164428552827265e-12,0.05850883696778777
Gpc4,-0.0,100.0,4.549067140490825,3.3165512943464642e-09,-0.0,6.976176819405185e-10,-0.0,1.8327017311670581,3.0071497373191743e-05,-0.0,17.82016237992308,-0.0,0.12837674892025197,1.169279854467307,100.0,0.8017672152812902,0.009417195006510488,0.02798095918866926,1.985295149052662e-07,0.01670098395830427,-0.0,88.46867634855118,4.233578844151104e-09
Grap,0.024136846911648198,-0.0,0.023302146272284264,-0.0,100.0,100.0,3.7780479833036984,0.12626588295791275,0.003418255252564169,-0.0,0.37124891986977904,1.579520173843829e-12,-0.0,0.8883261195396277,0.010830555218084527,0.0757184170923136,0.029026838149739366,0.24830219015139074,2.510232882028074,0.13520024375300654,0.018793546273365724,0.039359124572870316,2.364070299579803e-05
